"TITOLO","EPISODIO","DATA","TIPO","LIKE","COMMENTI","CONDIVISIONI","VISUALIZZAZIONI (per i video)","ASHTAG"
"Serie 4",,29/04/16,"VIDEO",597,12,47,6600,
"Serie 4",,29/04/16,"VIDEO",417,11,17,3800,
"Serie 4",,29/04/16,"GIF",633,30,5,,
"Serie 4",,29/04/16,"VIDEO",868,57,34,12000,
"Serie 4",,29/04/16,"VIDEO",1800,89,41,26000,
"Serie 4",,29/04/16,"LINK",224,21,15,,
"Serie 4",,30/04/16,"VIDEO",629,25,46,8000,
"Serie 4",,01/05/16,"VIDEO",1500,51,59,16000,
"Serie 4",,02/05/16,"VIDEO",1100,26,26,12000,
"Serie 4",,03/05/16,"VIDEO",321,9,12,3000,
"Serie 4",,04/05/16,"LINK",363,7,16,,
"Serie 4","7x1 ",05/05/16,"LINK",1100,17,26,,
"Serie 4",,06/05/16,"VIDEO",449,25,29,5000,
"Serie 4",,06/05/16,"VIDEO",978,30,36,9600,
"Serie 4",,06/05/16,"FOTO",1500,111,30,,
"Serie 4",,06/05/16,"VIDEO",1300,59,49,15000,
"Serie 4",,06/05/16,"LINK",279,17,16,,
"Serie 4",,07/05/16,"VIDEO",1100,41,66,10000,
"Serie 4",,08/05/16,"VIDEO",838,24,25,15000,
"Serie 4",,09/05/16,"VIDEO",1400,35,44,13000,
"Serie 4",,10/05/16,"LINK",1100,50,36,,
"Serie 4",,10/05/16,"VIDEO",980,17,31,19000,
"Serie 4",,11/05/16,"LINK",380,12,26,,
"Serie 4","8x1",12/05/16,"VIDEO",1400,37,49,17000,
"Serie 4",,13/05/16,"FOTO",10000,697,720,,
"Serie 4",,13/05/16,"VIDEO",1200,35,31,11000,
"Serie 4",,13/05/16,"VIDEO",802,19,27,11000,
"Serie 4",,13/05/16,"FOTO",932,26,4,,"#TheCatch"
"Serie 4",,13/05/16,"VIDEO",2000,88,132,26000,
"Serie 4",,13/05/16,"LINK",477,27,2,,
"Serie 4",,14/05/16,"FOTO",1800,80,19,,
"Serie 4",,14/05/16,"VIDEO",1800,89,130,26000,
"Serie 4",,15/05/16,"VIDEO",1000,37,34,11000,
"Serie 4",,16/05/16,"VIDEO",1200,27,32,12000,
"Serie 4",,17/05/16,"VIDEO",1100,14,42,13000,
"Serie 4",,18/05/16,"VIDEO",3000,90,181,247000,"#TheCatch"
"Serie 4",,18/05/16,"VIDEO",1800,57,146,125000,"#TheCatch"
"Serie 4",,18/05/16,"VIDEO",2000,59,86,26000,
"Serie 4","9x1 10x1 ",19/05/16,"LINK",574,14,29,,"#TheCatch"
"Serie 4",,19/05/16,"VIDEO",1200,18,46,12000,
"Serie 4",,19/05/16,"VIDEO",5600,208,371,1200000,"#TheCatch"
"Serie 4",,19/05/16,"VIDEO",1300,36,58,10000,
"Serie 4",,20/05/16,"VIDEO",1500,53,73,18000,
"Serie 4",,20/05/16,"FOTO",868,87,29,,
"Serie 4",,20/05/16,"VIDEO",4300,299,299,58000,
"Serie 4",,21/05/16,"VIDEO",2600,142,91,23000,
"Serie 4",,22/05/16,"LINK",1500,108,45,,
